post_timestamp,post_title,post_content,Lap_Label,LapNumber,combined_raw_text,processed_text,Toxicity_Score
2024-04-07 14:00:06,제발 몽골 리타,"제발 브레이크디스크든 엔진이든 뭐든 터졌으면 좋겠다
- dc official App",Before Lap,,"제발 몽골 리타 제발 브레이크디스크든 엔진이든 뭐든 터졌으면 좋겠다
- dc official App",제발 몽골 리타 제발 브레이크디스크든 엔진이든 뭐든 터졌으면 좋겠다 - dc official App,0.8716667890548706
2024-04-07 14:00:08,오늘자 스타트 타이어,,Before Lap,,오늘자 스타트 타이어 ,오늘자 스타트 타이어,0.10233069211244583
2024-04-07 14:00:26,적당히 막스 채코 더블리타 보여주는게 꿀잼이 될 수 있는 길이야,ㄹㅇ,Before Lap,,적당히 막스 채코 더블리타 보여주는게 꿀잼이 될 수 있는 길이야 ㄹㅇ,적당히 막스 채코 더블리타 보여주는게 꿀잼이 될 수 있는 길이야 ㄹㅇ,0.15298251807689667
2024-04-07 14:00:32,공주님 도메니칼리랑 같이 있네 ㅋㅋㅋ,,Before Lap,,공주님 도메니칼리랑 같이 있네 ㅋㅋㅋ ,공주님 도메니칼리랑 같이 있네 ㅋㅋㅋ,0.796172559261322
2024-04-07 14:00:38,레드불 팀오더 들어갔을까,"흠
- dc official App",Before Lap,,"레드불 팀오더 들어갔을까 흠
- dc official App",레드불 팀오더 들어갔을까 흠 - dc official App,0.11463837325572968
2024-04-07 14:00:40,홈 그랑프리면 더 이점이있음??,"트랙에 대한 정보가 더 많다던가
랩을 더 많이 돌아봤다던가",Before Lap,,"홈 그랑프리면 더 이점이있음?? 트랙에 대한 정보가 더 많다던가
랩을 더 많이 돌아봤다던가",홈 그랑프리면 더 이점이있음?? 트랙에 대한 정보가 더 많다던가 랩을 더 많이 돌아봤다던가,0.11998039484024048
2024-04-07 14:00:42,23년 멕시코 어게인?,막스도 얹어서 리타이어?,Before Lap,,23년 멕시코 어게인? 막스도 얹어서 리타이어?,23년 멕시코 어게인? 막스도 얹어서 리타이어?,0.14839424192905426
2024-04-07 14:00:48,제발 체코 어뢰…,,Before Lap,,제발 체코 어뢰… ,제발 체코 어뢰…,0.29338085651397705
2024-04-07 14:00:52,현지시각으로 ㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋ,Before Lap,,현지시각으로 ㅋㅋㅋㅋㅋ ㅋㅋㅋㅋ,현지시각으로 ㅋㅋㅋㅋㅋ ㅋㅋㅋㅋ,0.4180816113948822
2024-04-07 14:01:09,막스 체코 더블 포디움 가자 제발,"후
- dc official App",Before Lap,,"막스 체코 더블 포디움 가자 제발 후
- dc official App",막스 체코 더블 포디움 가자 제발 후 - dc official App,0.151448592543602
2024-04-07 14:01:24,알론소만 소프트네,,Before Lap,,알론소만 소프트네 ,알론소만 소프트네,0.10730468481779099
2024-04-07 14:01:32,알론소 소프트ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,Before Lap,,알론소 소프트ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,알론소 소프트ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0.29895374178886414
2024-04-07 14:01:33,레드불이 그냥 팀오더 내리지 않았을까,"노잼레이스는 싫지만
팀 입장에선 그랬을거 같기도 한데",Before Lap,,"레드불이 그냥 팀오더 내리지 않았을까 노잼레이스는 싫지만
팀 입장에선 그랬을거 같기도 한데",레드불이 그냥 팀오더 내리지 않았을까 노잼레이스는 싫지만 팀 입장에선 그랬을거 같기도 한데,0.2575843930244446
2024-04-07 14:01:38,쿠팡 화질개선은 도대체 언제하냐??,1080p 해도 유튜브 1080보다 훨 좆구린데 도대체 이건 언제개선하냐?,Before Lap,,쿠팡 화질개선은 도대체 언제하냐?? 1080p 해도 유튜브 1080보다 훨 좆구린데 도대체 이건 언제개선하냐?,쿠팡 화질개선은 도대체 언제하냐?? 1080p 해도 유튜브 1080보다 훨 좆구린데 도대체 이건 언제개선하냐?,0.9333416819572449
2024-04-07 14:01:54,일본 유학중인 앱붕인데,"쿠플로 보고싶다 ㅠㅠㅠㅜ 나도 한국어 중계 듣고싶어?
VPN 키고 데이터로 봐도 인터넷 느림 ㅅㄱ 네트워크 확인하셈 하고 안되던데 ㅠㅠ",Before Lap,,"일본 유학중인 앱붕인데 쿠플로 보고싶다 ㅠㅠㅠㅜ 나도 한국어 중계 듣고싶어?
VPN 키고 데이터로 봐도 인터넷 느림 ㅅㄱ 네트워크 확인하셈 하고 안되던데 ㅠㅠ",일본 유학중인 앱붕인데 쿠플로 보고싶다 ㅠㅠㅠㅜ 나도 한국어 중계 듣고싶어? VPN 키고 데이터로 봐도 인터넷 느림 ㅅㄱ 네트워크 확인하셈 하고 안되던데 ㅠㅠ,0.18144196271896362
2024-04-07 14:01:55,체코님 어뢰 한 번만 해주세요,제발요,Before Lap,,체코님 어뢰 한 번만 해주세요 제발요,체코님 어뢰 한 번만 해주세요 제발요,0.40514010190963745
2024-04-07 14:01:57,야 저거 서킷 8자교차구간 다리있잖아,"거기서 부딧혀서 다리 아래로 떨어지면 어쩌려고 저런 서킷을만듬?
예전에 뒤진놈도 거기서 떨어진거임?ㅇㅅㅇ",Before Lap,,"야 저거 서킷 8자교차구간 다리있잖아 거기서 부딧혀서 다리 아래로 떨어지면 어쩌려고 저런 서킷을만듬?
예전에 뒤진놈도 거기서 떨어진거임?ㅇㅅㅇ",야 저거 서킷 8자교차구간 다리있잖아 거기서 부딧혀서 다리 아래로 떨어지면 어쩌려고 저런 서킷을만듬? 예전에 뒤진놈도 거기서 떨어진거임?ㅇㅅㅇ,0.9298296570777893
2024-04-07 14:01:58,미미하소각이다 각이야,,Before Lap,,미미하소각이다 각이야 ,미미하소각이다 각이야,0.7343664765357971
2024-04-07 14:02:30,막둥이(막스 베르스타펀) 응원하는 막순이들은 개추!!ㅋㅋ,ㅇㄷㄴㅂㅌ!!ㅋㅋ,Before Lap,,막둥이(막스 베르스타펀) 응원하는 막순이들은 개추!!ㅋㅋ ㅇㄷㄴㅂㅌ!!ㅋㅋ,막둥이(막스 베르스타펀) 응원하는 막순이들은 개추!!ㅋㅋ ㅇㄷㄴㅂㅌ!!ㅋㅋ,0.9260616302490234
2024-04-07 14:02:26,알국왕 소프트인거 보니깐 P3 하실듯,ㄹㅇ,Before Lap,,알국왕 소프트인거 보니깐 P3 하실듯 ㄹㅇ,알국왕 소프트인거 보니깐 P3 하실듯 ㄹㅇ,0.25655925273895264
2024-04-07 14:02:40,병신들이 중계해줘도 지랄 ㅋㅋ,배가불렀노,Before Lap,,병신들이 중계해줘도 지랄 ㅋㅋ 배가불렀노,병신들이 중계해줘도 지랄 ㅋㅋ 배가불렀노,0.9592484831809998
2024-04-07 14:03:00,알국왕 로켓스타트 드가자ㅏ,,1,1.0,알국왕 로켓스타트 드가자ㅏ ,알국왕 로켓스타트 드가자ㅏ,0.13401202857494354
2024-04-07 14:03:29,ㅅㅂ 또 화질타령이야?,이거 맛좀 볼래?,1,1.0,ㅅㅂ 또 화질타령이야? 이거 맛좀 볼래?,ㅅㅂ 또 화질타령이야? 이거 맛좀 볼래?,0.9374606609344482
2024-04-07 14:03:30,레이서 모공보고 딸칠거 아니면 화질지랄 ㄴㄴ,ㄹㅇ,1,1.0,레이서 모공보고 딸칠거 아니면 화질지랄 ㄴㄴ ㄹㅇ,레이서 모공보고 딸칠거 아니면 화질지랄 ㄴㄴ ㄹㅇ,0.9466456770896912
2024-04-07 14:03:37,체코 제발 락업 어뢰 제브알!!!!!!!!,,1,1.0,체코 제발 락업 어뢰 제브알!!!!!!!! ,체코 제발 락업 어뢰 제브알!!!!!!!!,0.9108963012695312
2024-04-07 14:03:48,오늘 우승 맥스임,ㅇㅈ?,1,1.0,오늘 우승 맥스임 ㅇㅈ?,오늘 우승 맥스임 ㅇㅈ?,0.12697525322437286
2024-04-07 14:03:49,자우버 리버리 진짜 좆같다,,1,1.0,자우버 리버리 진짜 좆같다 ,자우버 리버리 진짜 좆같다,0.7999827861785889
2024-04-07 14:03:55,사고 드가자~~,,1,1.0,사고 드가자~~ ,사고 드가자~~,0.46953943371772766
2024-04-07 14:04:06,사고 안 날듯.. 첫랩,,1,1.0,사고 안 날듯.. 첫랩 ,사고 안 날듯.. 첫랩,0.07122137397527695
2024-04-07 14:04:11,해적으로 볼땐 화질이고 나발이고 끊기는게 좆같았는데 ㅋㅋ,ㅋㅋㅋ,1,1.0,해적으로 볼땐 화질이고 나발이고 끊기는게 좆같았는데 ㅋㅋ ㅋㅋㅋ,해적으로 볼땐 화질이고 나발이고 끊기는게 좆같았는데 ㅋㅋ ㅋㅋㅋ,0.860139787197113
2024-04-07 14:04:13,체코 트레인 만들어보자,막스 프리스탑,1,1.0,체코 트레인 만들어보자 막스 프리스탑,체코 트레인 만들어보자 막스 프리스탑,0.10981474071741104
2024-04-07 14:04:13,포메이션랩때 사고난적있음?,궁금,1,1.0,포메이션랩때 사고난적있음? 궁금,포메이션랩때 사고난적있음? 궁금,0.17466188967227936
2024-04-07 14:04:14,중연 ) 와 츠노다 P1 ㅋㅋㅋㅋㅋ,,1,1.0,중연 ) 와 츠노다 P1 ㅋㅋㅋㅋㅋ ,중연 ) 와 츠노다 P1 ㅋㅋㅋㅋㅋ,0.4210430979728699
2024-04-07 14:04:18,드가자 아아아아아,,1,1.0,드가자 아아아아아 ,드가자 아아아아아,0.3849963843822479
2024-04-07 14:04:19,레드플랙 드개재,- dc official App,1,1.0,레드플랙 드개재 - dc official App,레드플랙 드개재 - dc official App,0.14056862890720367
2024-04-07 14:04:19,자 레드플랙 드가즈 ㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋ,1,1.0,자 레드플랙 드가즈 ㅋㅋㅋㅋㅋ ㅋㅋㅋㅋ,자 레드플랙 드가즈 ㅋㅋㅋㅋㅋ ㅋㅋㅋㅋ,0.5897976160049438
2024-04-07 14:04:27,ㄷㄱㅈ ㅋㅋㅋㅋ,"+ dc official App
- dc official App",1,1.0,"ㄷㄱㅈ ㅋㅋㅋㅋ + dc official App
- dc official App",ㄷㄱㅈ ㅋㅋㅋㅋ + dc official App - dc official App,0.6376152634620667
2024-04-07 14:04:29,ㄷㄱㅈ ㄷㄱㅈ,ㅋㅋ,1,1.0,ㄷㄱㅈ ㄷㄱㅈ ㅋㅋ,ㄷㄱㅈ ㄷㄱㅈ ㅋㅋ,0.7961748242378235
2024-04-07 14:04:39,누잼 ON,,1,1.0,누잼 ON ,누잼 ON,0.14146260917186737
2024-04-07 14:04:41,좆망 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,1,1.0,좆망 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,좆망 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0.9177748560905457
2024-04-07 14:04:47,이거지 ㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋ,1,1.0,이거지 ㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋ,이거지 ㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋ,0.3453005254268646
2024-04-07 14:04:47,알본 또 ㅋㅋ,,1,1.0,알본 또 ㅋㅋ ,알본 또 ㅋㅋ,0.7417806386947632
2024-04-07 14:04:47,알본 멸망 ㅋㅋ,- dc official App,1,1.0,알본 멸망 ㅋㅋ - dc official App,알본 멸망 ㅋㅋ - dc official App,0.7768058180809021
2024-04-07 14:04:49,알본 사망ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,1.0,알본 사망ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,알본 사망ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0.8818551301956177
2024-04-07 14:04:50,알본 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,1,1.0,알본 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,알본 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0.6622893810272217
2024-04-07 14:04:51,알본사망ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,1,1.0,알본사망ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,알본사망ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0.821959912776947
2024-04-07 14:04:52,막스 우승 컄ㅋㅋㅋㅋㅋㅋㅋㅋ,"ㅋㅋㅋㅋ
- dc official App",1,1.0,"막스 우승 컄ㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋ
- dc official App",막스 우승 컄ㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋ - dc official App,0.40912333130836487
2024-04-07 14:04:53,사고오오오오오오,,1,1.0,사고오오오오오오 ,사고오오오오오오,0.4808679521083832
2024-04-07 14:04:53,윌리엄스 또 너야?,,1,1.0,윌리엄스 또 너야? ,윌리엄스 또 너야?,0.751759946346283
2024-04-07 14:04:54,황본 사망 ㅋㅋㅋㅋㅋㅋㅋㅋ,,1,1.0,황본 사망 ㅋㅋㅋㅋㅋㅋㅋㅋ ,황본 사망 ㅋㅋㅋㅋㅋㅋㅋㅋ,0.8628383874893188
2024-04-07 14:04:56,바로 레드플레그각ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,1,1.0,바로 레드플레그각ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,바로 레드플레그각ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0.45153623819351196
2024-04-07 14:04:57,쿠팡의 저주 ㅋㅋㅋ,"알본 사망 ㅋㅋㅋㅋ
- dc official App",1,1.0,"쿠팡의 저주 ㅋㅋㅋ 알본 사망 ㅋㅋㅋㅋ
- dc official App",쿠팡의 저주 ㅋㅋㅋ 알본 사망 ㅋㅋㅋㅋ - dc official App,0.7088263034820557
2024-04-07 14:04:57,윌 좆망 ㅋㅋㅋㅋ,"ㅋㅋㅋㅋㅋ
- dc official App",1,1.0,"윌 좆망 ㅋㅋㅋㅋ ㅋㅋㅋㅋㅋ
- dc official App",윌 좆망 ㅋㅋㅋㅋ ㅋㅋㅋㅋㅋ - dc official App,0.8223269581794739
2024-04-07 14:04:58,똠 멸망ㅋㅋㅋㅋ,"ㅋㅋㅋㅋㅋ
- dc official App",1,1.0,"똠 멸망ㅋㅋㅋㅋ ㅋㅋㅋㅋㅋ
- dc official App",똠 멸망ㅋㅋㅋㅋ ㅋㅋㅋㅋㅋ - dc official App,0.6981289982795715
2024-04-07 14:04:58,개시발 레드불 두대 걍 사라지는거보소 ㅋㅋ,,1,1.0,개시발 레드불 두대 걍 사라지는거보소 ㅋㅋ ,개시발 레드불 두대 걍 사라지는거보소 ㅋㅋ,0.8865364193916321
2024-04-07 14:04:59,알본아웃 ㅋㅋㅋㅋ,,1,1.0,알본아웃 ㅋㅋㅋㅋ ,알본아웃 ㅋㅋㅋㅋ,0.7968556880950928
2024-04-07 14:05:01,^예비섀시전무^,병신들,1,1.0,^예비섀시전무^ 병신들,^예비섀시전무^ 병신들,0.945862352848053
2024-04-07 14:05:02,대런ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,1,1.0,대런ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,대런ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0.6325461864471436
2024-04-07 14:05:02,쿠팡의 저주 ㅋㅋㅋㅋ,"+ dc official App
- dc official App",1,1.0,"쿠팡의 저주 ㅋㅋㅋㅋ + dc official App
- dc official App",쿠팡의 저주 ㅋㅋㅋㅋ + dc official App - dc official App,0.531807541847229
2024-04-07 14:05:03,좆카도씨발아 ㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋ,1,1.0,좆카도씨발아 ㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋ,좆카도씨발아 ㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋ,0.9231846928596497
2024-04-07 14:05:03,쿠팡의저주 ㄷㄷ,,1,1.0,쿠팡의저주 ㄷㄷ ,쿠팡의저주 ㄷㄷ,0.6498360633850098
2024-04-07 14:05:04,쿠팡맨 알본 나락 ㅋㅋㅋ,ㅋㅋㅋ,1,1.0,쿠팡맨 알본 나락 ㅋㅋㅋ ㅋㅋㅋ,쿠팡맨 알본 나락 ㅋㅋㅋ ㅋㅋㅋ,0.7966446876525879
2024-04-07 14:05:04,쿠팡이 쿠팡했네,- dc official App,1,1.0,쿠팡이 쿠팡했네 - dc official App,쿠팡이 쿠팡했네 - dc official App,0.3455844521522522
2024-04-07 14:05:05,개노잼 사고 ㅋㅋ십ㅋㅋ,,1,1.0,개노잼 사고 ㅋㅋ십ㅋㅋ ,개노잼 사고 ㅋㅋ십ㅋㅋ,0.9127896428108215
2024-04-07 14:05:05,똠컷 ㅋㅋㅋㅋ,,1,1.0,똠컷 ㅋㅋㅋㅋ ,똠컷 ㅋㅋㅋㅋ,0.9063546061515808
2024-04-07 14:05:06,쿠팡의저주 ㅋㅋㅋㅋㅋ,대런도 끌고갔노,1,1.0,쿠팡의저주 ㅋㅋㅋㅋㅋ 대런도 끌고갔노,쿠팡의저주 ㅋㅋㅋㅋㅋ 대런도 끌고갔노,0.7165018916130066
2024-04-07 14:05:06,레드 반갑고,- dc official App,1,1.0,레드 반갑고 - dc official App,레드 반갑고 - dc official App,0.08853841572999954
2024-04-07 14:05:07,또 똠본 ㅋㅋㅋㅋㅋㅋㅋ,쿠팡의저주 ㅋㅋㅋㅋㅋㅋ,1,1.0,또 똠본 ㅋㅋㅋㅋㅋㅋㅋ 쿠팡의저주 ㅋㅋㅋㅋㅋㅋ,또 똠본 ㅋㅋㅋㅋㅋㅋㅋ 쿠팡의저주 ㅋㅋㅋㅋㅋㅋ,0.9395776987075806
2024-04-07 14:05:07,알본쿠팡저주입갤ㅋ,ㅋ,1,1.0,알본쿠팡저주입갤ㅋ ㅋ,알본쿠팡저주입갤ㅋ ㅋ,0.7457662224769592
2024-04-07 14:05:08,레드 입갤 ㅋㅋㅋㅋㅋㅋㅋ,,1,1.0,레드 입갤 ㅋㅋㅋㅋㅋㅋㅋ ,레드 입갤 ㅋㅋㅋㅋㅋㅋㅋ,0.377503901720047
2024-04-07 14:05:08,대런 좆망 ㅋㅋㅋㅋㅋㅋㅋ,,1,1.0,대런 좆망 ㅋㅋㅋㅋㅋㅋㅋ ,대런 좆망 ㅋㅋㅋㅋㅋㅋㅋ,0.8795977830886841
2024-04-07 14:05:08,알본이 일본에서 좆본 ㅋㅋㅋ,- dc official App,1,1.0,알본이 일본에서 좆본 ㅋㅋㅋ - dc official App,알본이 일본에서 좆본 ㅋㅋㅋ - dc official App,0.9031630158424377
2024-04-07 14:05:09,레드플랙 ㅋㅋㅋㅋㅋㅋ,,1,1.0,레드플랙 ㅋㅋㅋㅋㅋㅋ ,레드플랙 ㅋㅋㅋㅋㅋㅋ,0.39277127385139465
2024-04-07 14:05:09,레드플렉,아ㅅㅂㅋㅋ,1,1.0,레드플렉 아ㅅㅂㅋㅋ,레드플렉 아ㅅㅂㅋㅋ,0.4682846963405609
2024-04-07 14:05:10,똠양꿍 아웃,- dc official App,1,1.0,똠양꿍 아웃 - dc official App,똠양꿍 아웃 - dc official App,0.8720114231109619
2024-04-07 14:05:10,또본ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,거기에 리카도 ㅈ망ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,1.0,또본ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 거기에 리카도 ㅈ망ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,또본ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 거기에 리카도 ㅈ망ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0.9115015268325806
